collage_id;brandName;brandId;description;charming_no;cheerful_no;confident_no;contemporary_no;cool_no;corporate_no;daring_no;different_no;distinctive_no;downToEarth_no;dynamic_no;exciting_no;familyOriented_no;feminine_no;friendly_no;glamorous_no;goodLooking_no;hardWorking_no;highQuality_no;honest_no;imaginative_no;independent_no;innovative_no;intelligent_no;leader_no;masculine_no;original_no;outdoorsy_no;real_no;reliable_no;rugged_no;secure_no;sentimental_no;sincere_no;smallTown_no;smooth_no;spirited_no;successful_no;technical_no;tough_no;trendy_no;unique_no;upToDate_no;upperClass_no;western_no;wholesome_no;young_no
1736;Foot Locker;239;My collage has pictures of modern urban cities, paved roads and open fields that I think represent Foot Locker;3;3;5;5;4;5;3;1;1;4;3;3;5;1;3;2;4;5;4;5;2;1;1;1;3;3;3;4;5;5;3;4;1;3;1;1;4;5;4;4;4;1;5;1;5;3;3
1739;Foot Locker;239;it shows people wearing/using athletic shoes to do things, particpate in sports, etc;1;3;4;4;2;4;2;3;3;3;4;2;3;2;3;3;3;3;4;3;3;3;3;3;4;3;3;2;4;3;3;4;1;3;2;3;4;4;2;3;4;2;4;2;1;2;3
1939;Foot Locker;239;I feel like Foot Locker was a big brand in the '80's and early '90's so I don't really know what they stand for now. The impressions that come to mind are just shoes for functional running, which is why I picked photos that showed long distances as well as some biking and a young group of friends having fun. The black/white aspect of the logo also made me think of nondescriptive distances like the ones I tried to portray in the distance shots.;1;2;2;1;1;3;1;1;1;2;1;1;1;1;3;1;2;3;3;4;1;3;1;3;1;4;1;3;2;2;1;2;2;3;2;1;3;1;1;2;1;1;1;1;1;3;2
2008;Foot Locker;239;Foot Locker is a retailer that sells athletic footwear and apparel. This collage presents sports and activities which would benefit from using the retailer to supply their needs.;3;4;3;3;3;5;3;2;3;3;2;2;4;3;4;2;3;3;4;4;2;1;2;3;3;3;2;3;4;4;3;3;4;4;3;3;3;4;3;3;3;2;4;2;4;4;1
2153;Foot Locker;239;Fresh street and hip.  Sex and shoes. ;2;2;2;3;3;4;3;4;3;3;3;2;3;3;2;2;2;2;3;3;3;3;3;3;4;2;4;3;2;3;2;3;3;3;4;4;2;3;2;4;4;2;3;3;3;2;3
2188;Foot Locker;239;these are large and has quality like Foot Locker;3;2;2;4;3;3;4;4;2;2;3;3;2;4;3;3;4;1;3;4;3;2;3;2;3;1;4;3;2;1;4;2;2;4;2;2;3;4;2;3;4;2;3;2;4;3;2
2273;Foot Locker;239;Since Foot Locker is known for its sports attire, I looked for pictures of people either involved in some kind of sporting activity or something that represented a sport itself.;3;4;4;3;4;2;3;3;3;3;4;3;3;2;4;1;4;4;4;3;4;4;4;4;3;3;3;4;3;3;3;4;2;4;2;4;4;4;2;4;4;3;4;3;3;4;4
2401;Ford;240;I chose rugged outdoorsey photos to represent how reliable and tough Ford is;1;3;5;1;1;3;3;4;4;5;3;3;3;1;5;1;2;5;4;5;3;4;5;5;5;4;4;5;5;5;5;5;5;3;3;4;5;3;3;5;1;5;4;1;4;5;1
2489;Ford;240;I think of tough and rugged. I think of a knight in shining armour and heros and cowboys.;4;4;4;4;4;2;4;4;4;5;4;3;3;3;4;3;4;5;5;4;4;4;3;4;5;3;4;4;4;4;5;4;3;4;4;4;4;4;3;5;3;3;4;2;4;4;3
2548;Ford;240;this collage present different phase and things in life, like ford is also give different option for different purpose. ;4;5;5;3;5;5;5;5;5;5;5;5;5;2;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;5;5;5;2;5;4;5;5;5
2553;Ford;240;This brand makes me to feel very comfortable and feel me very pleasant. This gives me the new way of life. I am proud to be having this brand. ;5;5;5;5;5;5;3;5;5;5;5;5;5;3;5;5;5;5;5;5;5;5;5;4;5;4;5;5;5;5;3;5;5;5;2;5;5;5;5;4;5;5;5;5;5;5;5
2625;Ford;240;Rugged and American. Down to earth.  ;2;2;3;2;2;4;3;2;3;5;2;3;4;2;3;2;2;5;2;5;4;3;2;2;3;5;4;4;5;3;5;3;5;2;4;2;4;3;2;5;2;2;2;2;5;5;2
2641;Ford;240;I used the runner because hes fast like the cars, the map because its a USA brand, same qith the quarter, the red car because its sporty, the mall because I see ford cars on display there, the driveway for obvious reasons, the ads and football because I see them advertise on football games. The family because its a family brand;3;3;4;3;3;3;3;3;3;3;3;3;4;1;3;3;4;4;3;3;3;3;3;3;3;4;3;4;3;3;4;3;3;4;3;3;3;3;3;3;3;3;3;2;4;3;2
2652;Ford;240;I picked images that evoked a sense of adventure.;3;4;3;3;4;1;5;4;4;4;4;5;5;1;3;2;3;4;3;4;4;5;4;2;4;5;4;5;4;4;5;4;4;4;3;4;5;4;3;5;4;4;3;1;4;4;4
2654;Ford;240;Hard working and Americans.;4;4;4;5;4;4;4;4;4;4;4;5;4;1;4;4;5;5;5;5;4;3;5;4;4;5;4;5;5;5;5;4;3;4;4;4;4;4;4;5;3;4;5;4;2;4;4
2902;Ford;240;Rugged, active, outdoorsy, friendly, togetherness.;2;3;4;2;2;3;1;2;1;4;1;1;4;2;5;1;2;4;3;3;2;2;2;1;2;3;1;5;4;4;4;3;3;3;5;1;3;2;2;4;1;1;2;1;3;4;2
2910;Ford;240;Innovative, keep up to date, offers variety, smooth, stylish, established, always there, keeps up with modern trends, unisex, for all purposes, corporate, fun, stylish, good looking, for everyone;3;3;4;3;4;4;4;3;4;4;5;4;3;2;4;4;4;5;4;3;4;4;5;4;3;4;5;5;4;4;4;4;3;3;2;5;4;4;3;5;4;3;5;4;5;2;3
3018;Ford;240;Ford is a tough and well built car but not too unique since many people have them. Also, Ford seems to be for someone who wants something tough and use it more everyday things like work.;3;3;5;3;4;5;3;2;4;5;4;4;5;2;3;3;4;5;3;4;3;4;3;4;2;5;3;5;5;4;5;4;3;3;5;3;3;4;3;5;4;2;4;3;5;5;2
3151;Forever 21;241;I wanted to convey a sense of femininity with an urban vibe. It's cool and chic but bold and unique. ;2;2;3;4;4;3;4;3;2;3;2;3;2;5;2;4;3;3;4;3;2;4;2;3;2;3;2;1;3;2;1;3;2;3;1;5;4;2;3;2;4;3;4;3;1;2;4
3167;Forever 21;241;It shows the people who shop for;3;3;3;5;2;4;2;2;3;3;3;3;1;3;5;3;3;3;4;4;5;2;2;5;4;4;4;5;5;2;3;5;2;5;4;4;1;5;3;5;4;4;5;4;5;4;2
3252;Forever 21;241;I think of nature, partying, animals, the city, fun nights out, games, the United States, and some trendy things like graffiti art. ;4;4;3;4;4;3;3;4;5;4;4;4;4;5;5;4;4;3;3;5;3;2;4;4;5;1;4;4;4;5;3;4;2;5;2;3;4;5;3;2;5;5;3;3;3;4;5
3316;Forever 21;241;It's vibrant and young feeling. The store makes people feel like they are young and free from the age we are right now. The horse is free with the grassland is vibrant and fresh. The rides in the middle showing clothes can be fun and the pictures of people being young or showing off their beauty.;5;4;3;3;4;1;4;4;4;4;4;4;5;5;5;4;5;3;4;4;5;4;4;3;3;1;5;1;3;4;1;4;3;3;3;3;3;4;1;1;5;5;5;2;1;4;5
3369;Forever 21;241;Young, adventurous, fearless. Classic but yet original.;4;2;3;3;4;1;5;3;3;2;4;2;1;3;3;3;3;1;2;3;2;3;3;2;2;1;2;1;2;2;1;2;1;2;1;2;3;2;1;1;5;4;3;3;1;1;5
3473;Forever 21;241;fashion, teen girls, casual wear, colorful, shopping;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;1;5;5;4;5;3;5;5;5;5;5;5;5;2;3;5;5;5;5;5;5;5
3477;Forever 21;241;It is a bright, fun, trendy store. It is for young women. It is cheap. It is the epitome of fast fashion.;4;5;5;3;5;4;4;2;3;1;4;5;2;5;5;5;4;1;1;2;4;3;2;2;5;1;1;1;4;2;1;1;1;3;2;4;4;3;1;1;5;3;5;1;1;2;5
3491;Forever 21;241;smooth and special in quality. It makes every occasion special.;4;4;4;2;4;4;4;3;4;3;4;4;4;4;3;4;4;3;4;4;4;4;3;4;3;1;4;2;4;5;2;4;4;4;3;4;4;4;2;3;4;4;3;4;4;5;3
3496;Forever 21;241;I associate the brand with bright colors, female friendship, and youth. I also associate it with the fun of shopping. I tried to get images of sunshine and people having fun because I think the brand is not serious, but enjoyable, if a little frivolous.;4;5;4;5;2;4;3;2;2;3;3;3;3;5;5;2;4;2;2;4;3;2;2;3;2;1;2;1;2;3;1;2;2;3;2;2;4;3;1;1;4;2;4;2;3;3;5
3499;Forever 21;241;A neon mixture of thrills and lights. Music fills the air while deep thoughts fill you with life. ;3;5;5;2;5;1;5;5;5;2;5;4;2;4;5;4;5;3;3;3;5;5;5;3;3;2;4;2;5;4;3;3;4;4;1;3;5;3;3;3;5;5;5;2;1;4;5
3504;Forever 21;241;My collage represents forever 21 because to me the brand means fun and carefree. Fun with friends, and fun in nature. The brand is also cool, and laid back.;4;5;5;4;5;1;2;1;1;5;1;3;1;5;5;2;4;2;3;4;2;5;2;2;1;1;3;2;4;3;1;3;2;3;1;4;5;3;1;1;5;2;5;2;1;2;5
3514;Forever 21;241;"I think it shows a young, urban lifestyle that's pretty facetious. It's all about what's ""on the surface"", it's about having a good time. But most of all, young, cheap, fashion forward type stuff
";1;4;4;4;3;4;2;1;3;2;2;3;1;5;2;2;4;2;1;3;1;2;3;2;5;1;1;1;1;1;1;2;3;2;1;3;2;4;1;1;5;2;5;1;5;1;5
3522;Forever 21;241;There are a lot of young people in it showing youthful. There is a lot of shine because it has new shiny pretty things. It has sexy people because a lot of the clothes are revealing. ;1;4;4;5;5;3;3;2;3;1;2;2;2;4;2;1;3;1;1;1;2;2;2;1;2;1;1;2;2;1;1;1;1;1;1;2;2;5;1;1;5;3;5;1;5;1;5
3524;Forever 21;241;When I think of Forever 21 clothes, I think of girly girls. I think of women who have a great taste of clothes. I feel like these clothes are designed for women of many sizes and shapes. These are clothes designed for women of high fashion and who are always looking for a great deal.;5;5;5;1;5;1;5;5;5;5;5;5;3;5;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;5;1;5;5;5;1;5;5;5;1;1;5;5;5;5;1;3;5
3544;Forever 21;241;wonderful clothes and dresses;2;2;5;4;3;1;4;4;3;3;2;4;3;3;5;3;4;3;5;5;4;2;1;3;4;3;4;3;5;4;4;5;3;2;2;2;2;2;2;3;4;5;3;2;1;4;5
3983;Fred Meyer;244;food, shopping, plants and gardening. Clothing and gifts.;3;4;4;4;4;3;3;2;2;4;4;3;5;4;5;2;2;3;4;4;4;4;4;4;3;3;2;2;4;4;2;3;4;4;1;2;3;4;3;2;3;3;4;3;1;4;4
4083;Fred Meyer;244;Fred Myers reminds me of people and the home life.;5;5;4;2;1;4;1;2;4;5;2;1;5;5;5;1;3;5;5;5;3;4;2;5;4;4;3;4;5;5;4;5;5;5;5;2;5;5;1;4;1;1;2;1;5;5;1
4156;Fred Meyer;244;it was a good shopping mart ;3;4;2;3;4;2;4;4;4;2;4;4;3;3;3;4;3;3;2;5;2;2;5;4;5;4;2;2;2;4;3;3;4;4;4;2;5;4;5;3;4;3;2;5;5;5;4
4221;Fred Meyer;244;Fred Meyer is a quality American down home grocery store that has great savings and caters to all people. ;4;4;4;3;2;3;2;1;2;5;3;3;5;2;5;2;4;4;4;4;3;3;3;4;4;1;3;1;4;4;1;4;3;4;3;2;4;4;2;2;3;3;4;2;1;5;2
4333;Fred Meyer;244;Since Fred Meyer pretty much sells EVERYTHING - including produce and household items and clothes - I looked for a broad variety of things one might actually find at FM or that at least relates to something you might buy at Fred Meyer.;3;4;5;3;3;2;3;3;3;4;3;3;5;2;5;2;3;5;3;3;3;3;4;4;3;2;4;3;4;5;3;5;3;5;3;3;4;5;2;3;3;3;3;2;3;4;3
4453;Fred Meyer;244;Since Fred Meyer sells everything, I looked for pictures of items that I thought one might find there.;4;4;4;3;3;2;3;3;3;4;3;3;5;2;5;2;4;5;3;4;3;4;3;4;4;2;3;4;4;5;3;4;3;4;4;3;3;4;2;4;3;3;4;2;3;5;3
4484;Fred Meyer;244;"Very structural, clean, and varied, a lot like how a house may have a lot of ""typical"" household items but also a mix of other items.";4;5;3;3;3;4;3;4;4;4;5;2;4;2;4;2;4;4;3;4;4;4;4;4;3;1;3;2;3;4;1;4;3;4;3;4;3;4;5;2;2;3;4;3;4;4;2
4594;Fred Meyer;244;IT WAS NICE AND REALLY WONDERING;4;4;4;3;4;2;3;2;3;3;4;5;4;3;4;4;2;5;5;2;4;5;4;5;5;3;4;5;4;3;4;5;5;5;5;4;2;3;5;3;2;3;3;5;2;3;5
4607;Fred Meyer;244;Fred Meyer grocery stores are a family friendly, quality low cost establishment that appeals to everyone. They are a successful American institution that is staple for every families needs.;3;3;4;2;2;3;3;2;2;4;2;2;4;2;5;1;3;4;3;4;1;3;3;4;3;1;3;1;4;4;1;4;3;4;3;2;4;5;1;1;2;2;3;3;2;5;2
4609;Fred Meyer;244;having everything you needs from furniture, toys, food, and clothes.;3;3;3;3;3;4;2;3;2;4;3;2;4;3;3;4;3;2;4;3;3;3;3;2;4;3;2;3;4;3;2;2;3;3;4;4;3;3;3;3;3;4;3;4;3;4;2
41;Frito Lay;248;I feel that Frito Lay has a sense of classic to it.  It's an old company that makes classic chips.  I feel that the vintage and antique pictures fit the brand.  It has a sense of reliability and old fashioned to it.  It's also a very strong industry leader.  It represents strength and determination and reliability.  I feel that the work horse and the pitbulls show a sense of loyalty and strength.  The hard working men such as the construction worker and the boxer and the pictures that show muscl;2;2;5;3;3;2;3;2;3;3;3;2;3;1;3;1;3;5;3;4;2;4;2;3;5;5;4;3;3;5;5;5;2;4;4;3;3;5;2;5;1;2;1;2;2;3;2
94;Frito Lay;248;Frito Lay is about family and people enjoying themselves. So the people are family members together and people enjoying life and having fun. The reds and the oranges and yellow are the colors that remind me of Frito Lay.;1;1;3;3;1;3;1;3;2;4;1;1;4;1;4;1;1;5;2;3;3;3;3;1;3;1;3;1;5;4;2;3;1;2;4;1;3;3;1;1;1;1;3;1;1;2;1
164;Frito Lay;248;Fritos brought to mind family get togethers at my grandmothers house when I was a kid. These were always on the table with the chips and snacks. So my collage represents the strong family association I have with these.;3;3;3;3;3;2;2;3;4;4;2;3;3;2;5;2;3;3;4;4;3;3;3;4;4;2;3;3;4;4;2;4;3;4;3;2;3;3;1;2;4;3;4;2;4;3;2
171;Frito Lay;248;Frito Lay is an American brand that represents family, fun, and togetherness. It is there when the good times are happening. ;5;5;4;4;4;3;1;3;4;4;3;3;5;1;5;1;4;4;4;4;3;4;4;5;5;3;3;4;5;5;2;5;5;5;4;4;4;5;1;2;1;3;4;2;4;4;4
176;Frito Lay;248;Frito lay is enjoyable, entertaining, fun, delicious, good, relaxing;3;5;5;1;4;1;1;1;1;1;1;3;2;1;5;1;2;1;1;2;1;1;1;1;1;1;2;1;1;4;1;2;4;1;1;2;5;4;1;1;2;1;3;1;5;5;1
302;Frito Lay;248;It makes me feel like a king, happy, satisfied, a part of nature, it makes me wanna sing and be a child again at the same time.;3;3;4;3;3;3;3;3;4;3;3;4;3;2;4;3;3;3;4;3;4;3;4;3;3;4;4;4;3;4;3;4;4;4;3;3;3;4;3;4;4;3;4;3;3;3;4
330;Frito Lay;248;Happy and hungry;5;5;5;4;5;5;5;1;5;5;5;5;5;1;4;1;5;5;5;5;1;4;4;5;4;1;5;1;5;5;1;5;4;5;5;5;3;4;5;1;5;5;5;3;1;5;5
403;Frito Lay;248;Makes me want to celebrate! My brain is thinking about the Fritos I had yesterday. My little bird jumps for joy! I believe in the quality of the chips. Orange is the color it reminds me of.;5;5;5;5;5;1;5;5;5;5;5;4;5;1;5;1;5;5;5;5;5;5;5;5;5;1;5;1;5;5;5;5;1;5;4;1;5;5;1;1;3;5;5;1;1;5;5
494;Frito Lay;248;Family,friends, milestones, generations, school days;2;4;4;5;4;3;4;4;4;4;5;5;5;3;5;1;3;5;5;5;4;4;5;5;5;3;5;1;5;5;3;4;5;4;1;5;4;5;2;3;3;4;5;3;1;5;3
538;Frito Lay;248;Frito Lay makes me think of family. Families being together and having fun. Enjoying each others company. Very laid back and down to earth. ;5;5;5;5;5;1;1;2;2;5;2;4;5;3;5;1;3;3;4;5;5;5;3;4;4;1;5;3;4;5;1;5;5;5;5;5;5;5;1;2;3;2;5;2;2;5;4
562;Frito Lay;248;celebration in my mouth, natural, interesting and a door opening experience.;5;5;5;3;5;1;5;4;5;5;5;4;5;2;5;3;5;4;5;5;5;5;5;5;5;2;5;4;5;5;1;3;4;5;5;5;5;5;1;1;5;4;5;2;1;5;5
643;Frito Lay;248;TO me Frito-Lay is a work-pail, straight laced company. No frills. It also reminds me of a fun day, picnic, fishing, something outdoors.;3;4;3;1;3;2;3;2;2;3;2;2;4;2;4;2;2;4;2;3;2;2;1;4;2;2;3;4;3;3;3;3;2;3;2;2;3;3;3;2;2;2;2;1;3;2;2
703;Frito Lay;248;It shows family and life;5;3;2;3;4;3;3;3;2;2;5;1;3;4;3;4;4;2;3;4;4;4;4;3;4;3;4;5;4;4;3;5;3;3;4;5;4;2;5;4;3;3;5;4;4;3;5
707;Frito Lay;248;It mainly made me think of the large impact they have on our environment.;1;1;5;1;1;5;1;1;1;1;2;1;1;1;1;1;1;3;3;1;3;1;1;3;1;3;2;1;1;3;1;1;1;1;1;1;1;5;1;1;1;1;3;5;1;1;1
789;Gain;251;Reminds me of laundry, dirt, and kiddos.;5;5;5;5;5;5;1;1;1;5;1;2;5;5;5;1;5;5;4;5;1;5;5;5;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;3;1;1;5;1;1;5;1
913;Gain;251;Because the white represents being clean.  The water, snow, and nature represents being clean and fresh.;2;3;3;2;1;3;1;1;1;1;1;1;3;1;4;1;2;2;3;4;1;1;1;1;2;1;1;1;3;5;1;2;1;4;1;4;1;2;1;1;1;1;2;1;1;3;1
915;Gain;251;This is very much unique to the brand.;3;4;4;3;3;3;4;2;5;4;4;5;4;5;3;3;4;4;2;2;4;4;4;3;4;5;5;5;4;4;3;3;4;5;4;3;3;3;3;4;4;2;3;5;4;4;4
918;Gain;251;This is very much unique to the brand.;4;4;5;3;4;4;3;3;4;4;4;4;4;3;4;5;5;4;4;4;3;4;4;4;3;3;5;3;3;3;3;4;3;5;5;5;3;3;4;4;5;4;3;5;4;3;4
921;Gain;251;Gain reminds me of family, the freshness of the outdoors, and the gentleness of a baby.;5;5;5;5;5;3;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;5;5;5;5;5;2;5;5;5;5;5;5;5;5
1105;Gain;251;Gain reminds of fresh. I picture fresh grass or flowers and nature basically. I can see myself running through the fields or smelling fresh flowers when I think of Gain.;4;4;3;3;3;2;3;4;3;3;4;4;4;3;4;3;5;3;5;5;4;4;4;4;3;2;3;3;4;4;2;3;3;4;3;3;4;4;1;1;3;4;4;3;3;5;4
1154;Gain;251;Gain reminds me of a good scent. However, I have had an allergic reaction to one formula of Gain. I feel as if girls especially appreciate the smell of Gain after you wash your clothes.;5;5;5;3;4;4;2;2;2;4;3;5;4;4;4;3;3;4;3;4;3;4;3;4;2;2;2;2;5;4;1;4;5;4;3;5;5;5;2;3;2;3;4;3;3;5;2
1259;Gain;251;Gain tends to make me think of hanging laundry out to try and outdoor field scents.;2;3;2;2;1;3;1;1;1;3;1;1;4;3;3;1;1;2;1;3;1;1;1;1;1;1;1;2;1;1;1;1;4;1;3;1;2;2;1;1;1;1;1;1;2;1;1
1639;GAP;252;When i think of the GAP, one of the first things that comes to mind is bright colors. Customers of the GAP are not going to buy dull, bland, ordinary items.   This is a bright, happy type of place. Many  shoppers of the GAP think outside the box and most are probably animal lovers.  They want variety.  They are optimistic, enjoy being outside and want to get as most out of life that they can. ;2;4;5;5;5;2;5;5;5;4;5;5;2;2;5;4;5;3;5;5;5;5;4;4;5;2;5;3;5;4;1;5;1;5;2;5;5;5;1;2;5;5;5;2;1;1;5
1719;GAP;252;fresh, young, accommodating, worldy, enjoyed;3;4;3;3;3;2;3;1;1;4;4;3;2;1;3;1;3;2;3;4;3;2;3;4;1;1;3;3;4;3;4;4;1;4;2;1;1;3;1;3;3;1;3;1;1;4;3
1724;GAP;252;GAP is colorful, stylish, trendsetting and fun ;2;5;5;5;5;2;5;5;5;1;4;4;1;3;3;2;4;3;3;4;5;5;5;4;4;3;5;1;3;4;1;4;1;3;1;2;4;4;1;1;5;5;4;3;4;3;5
1778;GAP;252;GAP products are so soft like flowers.;5;5;5;2;5;1;1;5;4;5;4;5;5;1;5;5;5;5;5;5;5;4;5;5;5;5;5;3;5;5;1;5;4;5;1;5;5;5;5;1;5;5;4;2;5;4;5
1906;GAP;252;jeans and money;3;5;5;5;4;1;5;3;5;3;5;2;4;3;4;4;5;5;4;4;4;5;4;4;4;3;5;1;4;5;2;4;4;4;2;4;4;5;3;3;3;5;4;1;5;3;2
1928;GAP;252;It represents trendy,modern, family, youthful, and happy ;3;3;2;4;4;1;1;2;3;3;1;2;4;1;3;1;4;2;3;3;1;1;1;2;3;1;3;1;3;3;1;3;1;3;1;1;1;3;1;1;5;2;4;1;1;4;4
1972;GAP;252;these are colorful and looks beautiful like GAP;3;3;2;2;3;3;2;3;4;3;3;2;3;4;4;2;4;2;4;3;3;3;4;4;4;3;3;4;4;4;3;2;2;2;2;3;1;2;3;4;2;2;3;1;2;3;4
1981;GAP;252;GAP clothing is comfortable and offers something for every occasion from casual workdays to Sunday walks to snuggling with a pet at home. GAP's ubiquity seeps into all facets of life integrating with the most simplest emotions.;5;3;3;4;3;2;1;2;2;4;3;3;4;3;5;2;4;3;3;4;2;3;2;3;2;3;3;2;4;5;2;3;2;3;3;4;2;3;1;2;3;3;3;2;1;3;4
1997;GAP;252;I looked for pictures that I thought might reflect typical Gap customers - outdoorsy and active.;3;4;4;3;5;1;3;2;3;5;4;3;4;2;5;1;5;4;4;4;3;4;3;3;3;2;3;5;4;5;4;3;3;4;4;3;3;3;1;5;3;3;3;2;2;4;5
2110;GAP;252;describe in my collage realates in gap in all picher in goo samme in work in my ;3;5;4;2;3;4;4;3;3;4;3;3;3;3;3;4;2;3;4;4;3;3;2;4;4;2;5;4;2;3;2;2;3;3;3;4;5;2;3;4;3;3;2;4;4;3;2
2185;GAP;252;The gap is multi cultural and animal friendly. The brand represents friendship and fun family activities. The gap finds the connection between nature as well as unnatural yet elegant instruments like the piano. The brand is simple yet unique and elegant like a giraffe or a freshly painted barn.;5;4;3;3;4;3;3;2;4;3;4;3;4;3;4;2;4;4;4;4;3;4;2;4;2;3;2;4;4;3;3;2;4;3;3;3;4;4;2;4;4;5;4;3;5;4;4
2282;GAP;252;fashion, teen, prom, silky, cotton, smooth, branded;5;5;5;3;4;4;3;5;3;5;5;5;5;5;5;5;5;4;5;5;5;5;4;5;5;2;5;5;5;4;4;5;5;5;4;5;5;4;5;4;5;5;5;5;5;5;5
2336;GAP;252;all collage in relates in gap in good all mage;4;3;3;3;3;2;2;2;4;2;3;5;4;1;3;4;3;4;2;4;3;4;5;1;3;4;3;2;3;4;4;4;2;4;3;4;4;5;2;4;3;2;3;3;3;4;4
2366;Garnier Fructis;255;It is fresh and clean like garnier makes me feel;4;4;5;2;5;4;5;4;4;4;4;5;5;5;4;5;5;4;4;4;5;3;5;4;4;1;4;2;4;4;1;4;3;4;1;4;5;4;1;3;4;4;5;5;1;4;5
2468;Garnier Fructis;255;Fun, exciting, challenging, interesting, unisex, for all ages, sporty, strong, modern, stylish, young yet meant for all ages, groups, satisfaction, happiness.;4;4;4;2;5;2;5;3;3;3;4;4;4;3;4;3;5;4;3;3;4;4;4;3;2;3;3;5;3;4;3;3;3;4;1;5;5;4;1;5;5;3;3;4;4;2;5
2471;Garnier Fructis;255;Garnier Fructis hair care product make the hair as sponge softness;5;5;5;1;5;5;1;4;5;3;5;5;4;5;5;5;5;5;5;5;4;5;5;5;5;1;5;2;5;5;1;5;3;5;1;5;5;5;1;1;5;5;5;4;1;4;5
2473;Garnier Fructis;255;My collage relates to Garnier Fructis because it is comfortable and homey. It is cool and refreshing. It is colorful and makes me want to relax, forget about time and enjoy life.;4;5;5;2;5;1;5;4;5;4;5;5;3;5;5;5;5;5;5;5;4;5;5;4;5;1;4;2;4;5;1;4;3;4;1;4;4;5;1;3;5;3;5;4;1;3;4
2612;Garnier Fructis;255;When I think of Garnier Fructis, I think of how it provides confidence to its users. There is a natural freshness to its products. I think of a carefreeness that it provides and people are able to smile. ;4;4;5;4;3;2;3;2;3;3;4;3;2;3;4;3;4;2;3;3;4;3;3;2;3;1;3;2;3;3;2;2;2;3;2;3;3;3;2;1;3;2;4;2;2;3;5
2649;Garnier Fructis;255;Garnier Fructis brings to mind nature in vivid color.;4;5;5;3;4;3;5;4;5;4;4;5;3;5;5;4;5;5;4;4;5;5;5;5;3;2;5;4;5;4;1;4;2;4;2;5;5;5;3;3;5;4;5;3;2;4;4
2661;Garnier Fructis;255;Challenging, colorful, unique, unisex, for families, modern, smart, cool, strong;3;3;4;1;4;2;5;4;4;3;4;3;4;3;4;4;4;3;3;3;4;3;4;4;2;3;4;4;2;3;4;3;2;3;1;4;4;4;2;4;4;4;3;3;4;2;4
2685;Garnier Fructis;255;Bright, quirky and bold.  Exotic and beautiful.;3;4;4;3;3;2;4;3;2;2;3;4;2;4;3;4;4;2;3;2;3;3;2;3;2;1;3;3;3;3;1;2;2;3;1;4;5;4;1;1;4;3;3;2;1;2;4
2768;Garnier Fructis;255;these pics represent the beauty I feel and the smell of the different scents after I use it. I love using the shampoos and conditioners they leave me feeling and smelling nice.;3;3;4;1;3;1;1;2;3;3;3;3;3;5;3;3;5;4;5;4;1;4;4;2;4;1;4;1;4;4;1;4;1;4;1;4;2;4;1;1;4;3;4;3;1;4;2
2920;Garnier Fructis;255;It is associated with the color green. It is a free spirited brand. Garnier reminds me of the nature.;4;5;4;4;3;1;3;4;3;2;5;3;2;5;4;2;5;2;4;4;4;4;4;4;3;1;4;1;3;2;1;3;1;3;1;4;4;3;1;1;3;4;5;3;2;5;5
2927;Garnier Fructis;255;these are long and fresh like Garnier Fructis;2;2;4;2;4;1;2;3;4;2;3;2;2;2;2;3;4;4;2;3;4;3;4;2;3;2;2;4;4;3;3;2;3;4;2;4;4;3;4;4;3;3;3;3;2;4;3
3011;Garnier Fructis;255;Since I see women as being the primary consumer of this product, I looked for pictures that I thought represented a wide and varied cross section of women who might use this product.;4;4;3;3;3;2;2;2;3;3;3;3;3;5;3;4;4;3;4;3;4;4;3;3;3;1;3;2;4;4;1;4;3;3;2;4;4;3;1;2;4;3;4;2;2;2;3
3029;Garnier Fructis;255;for long and smooth hair;3;2;4;3;4;3;3;3;4;3;4;3;3;3;3;3;3;4;3;3;3;3;2;2;4;2;3;3;2;3;3;4;4;2;3;4;4;4;4;3;4;3;3;3;2;4;4
4675;Garnier Fructis;255;fruity fresh fun ;4;4;4;5;3;2;4;4;5;5;4;4;3;4;5;3;4;5;5;4;4;4;4;4;4;1;4;3;5;5;2;4;2;4;2;4;5;4;3;1;3;4;4;2;1;4;4
3114;Gatorade;257;Gatorade is tasty, refreshing, and thirst-quenching. ;4;4;4;4;4;2;4;3;4;3;4;4;4;3;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;2;4;2;4;4;4;3;4;4;4;4;3;4;4;3
3202;Gatorade;257;work, sweating, training, fitness, labor, biking, athletes, hydration, minerals, sports, replenish, nutrition. ;2;3;4;4;3;1;4;2;3;5;4;3;4;3;4;2;2;5;3;2;4;4;3;3;4;3;3;5;4;3;5;3;2;3;3;4;4;4;1;4;2;3;4;2;3;4;4
